255     |65359   ||1088480132438|11019957579
255     |65535   ||928716111|2135743281
255     |65535   ||1007608491|3338689509
255     |65535   ||773771535|1780924401
255     |65535   ||960118515|2965289877
255     |65535   ||184398363|1666728009
255     |65535   ||116376831|1866794769
255     |65535   ||704688579|1499807421
255     |65535   ||968749875|2757516129
255     |65535   ||91486341|1474761897
255     |65535   ||169019865|2172799809
255     |65535   ||100329111|1383963489
255     |65535   ||227490039|2229329385
255     |65535   ||56017089|1326868209
255     |65535   ||26695089|1191624129
255     |65535   ||668820159|1275989841
255     |65535   ||1007595531|2643669657
255     |65535   ||73295847|1261506069
255     |65535   ||101562093|1790462637
255     |65535   ||92641077|1238967657
255     |65535   ||98151507|1596761505
255     |65535   ||72488115|1223214129
255     |65535   ||30881979|1380085209
255     |65535   ||88930143|1178871489
255     |65535   ||151497945|2013944877
255     |65535   ||27270027|1146968505
255     |65535   ||48138705|1607958945
255     |65535   ||38511369|1107973809
255     |65535   ||50336397|1501927353
255     |65535   ||30539511|1084927689
255     |65535   ||8222499 |795141441
255     |65535   ||674191539|1140964461
255     |65535   ||1132473231|2590525557
255     |65535   ||67610241|1083781377
255     |65535   ||88252605|1602336897
255     |65535   ||61364547|1065565449
255     |65535   ||99316827|1675986309
255     |65535   ||20615067|1052813457
255     |65535   ||17512659|1211274081
255     |65535   ||72626085|1046851857
255     |65535   ||106239249|1804643145
255     |65535   ||16991775|1020436785
255     |65535   ||83091501|1650421737
255     |65535   ||25464051|992876049
255     |65535   ||45512415|1528518357
255     |65535   ||15024717|992765889
255     |65535   ||8536023 |919479681
255     |65535   ||79166295|974482569
255     |65535   ||183725739|2033391681
255     |65535   ||15692589|965881017
255     |65535   ||23349573|1182482469
255     |65535   ||71392995|991753065
255     |65535   ||25436079|1317187089
255     |65535   ||20432007|961912665
255     |65535   ||10716651|1095349473
255     |65535   ||26382105|907087329
255     |65535   ||118099323|1731454461
255     |65535   ||13661541|923904873
255     |65535   ||16988751|1182586473
255     |65535   ||24159195|910313289
255     |65535   ||27960795|1174921281
255     |65535   ||22903857|884546001
255     |65535   ||2535957 |541706049
255     |65535   ||673918119|1020227481
255     |65535   ||1303916967|2569267917
255     |65535   ||66878505|933141357
255     |65535   ||85349187|1407723057
255     |65535   ||64585053|910775097
255     |65535   ||86891157|1476074097
255     |65535   ||17848539|903715137
255     |65535   ||15643125|1020800961
255     |65535   ||82812375|912494889
255     |65535   ||99308151|1393627113
255     |65535   ||24078483|909902889
255     |65535   ||18793485|1268513217
255     |65535   ||13472703|883154097
255     |65535   ||31359231|1438566561
255     |65535   ||9581265 |869307201
255     |65535   ||6302313 |815028561
255     |65535   ||62443197|857402577
255     |65535   ||120512151|1802278269
255     |65535   ||10944369|864543105
255     |65535   ||19139229|1176736329
255     |65535   ||19237995|876143385
255     |65535   ||17854317|954821601
255     |65535   ||61335171|908716077
255     |65535   ||14794191|986623497
255     |65535   ||22986747|851132529
255     |65535   ||42923061|1451716749
255     |65535   ||9657027 |861413697
255     |65535   ||15268797|1110990897
255     |65535   ||13499757|840225069
255     |65535   ||11765619|1057237353
255     |65535   ||13005909|840438261
255     |65535   ||2975391 |622612737
255     |65535   ||81713007|849713409
255     |65535   ||182428821|1992223593
255     |65535   ||13615119|812384721
255     |65535   ||17701677|1185348897
255     |65535   ||13639185|818373537
255     |65535   ||19723509|1223364789
255     |65535   ||8038863 |801346689
255     |65535   ||11905695|933293745
255     |65535   ||21331755|805145265
255     |65535   ||37493793|1399569921
255     |65535   ||8006859 |810617949
255     |65535   ||17156835|1224481617
255     |65535   ||8998911 |796734225
255     |65535   ||21289095|1219413609
255     |65535   ||7803405 |791233353
255     |65535   ||3141711 |737704017
255     |65535   ||24601653|787058289
255     |65535   ||55530585|1548385065
255     |65535   ||9533475 |782716041
255     |65535   ||12950181|1024194213
255     |65535   ||14101353|776313153
255     |65535   ||11449521|1011974553
255     |65535   ||10113561|774458253
255     |65535   ||4942107 |868524849
255     |65535   ||15917571|748210689
255     |65535   ||39486537|1247770737
255     |65535   ||6109227 |746087841
255     |65535   ||7941159 |958095297
