255     |65535   ||17225217|736292241
255     |65535   ||15632433|867053889
255     |65535   ||16856595|718160049
255     |65535   ||511005  |374988609
255     |65535   ||668935659|912266901
255     |65535   ||1504045719|2562890625
255     |65535   ||67823973|793078857
255     |65535   ||87701643|1256974605
255     |65535   ||62677281|778512897
255     |65535   ||85919859|1288778769
255     |65535   ||14463405|762580737
255     |65535   ||14369517|893590785
255     |65535   ||63265437|769080177
255     |65535   ||91013049|1370544057
255     |65535   ||9592869 |752909697
255     |65535   ||14569965|1120992777
255     |65535   ||10036395|724465377
255     |65535   ||20876841|1213878393
255     |65535   ||6184563 |753899481
255     |65535   ||4432635 |703420929
255     |65535   ||64612539|767022129
255     |65535   ||91500579|1481527017
255     |65535   ||12081735|736963353
255     |65535   ||24635817|1099540737
255     |65535   ||14162211|749500209
255     |65535   ||14437053|992263041
255     |65535   ||6398799 |734621937
255     |65535   ||5358135 |864954369
255     |65535   ||16818339|757097397
255     |65535   ||18818913|1205877537
255     |65535   ||6031899 |759391281
255     |65535   ||8006121 |1041077529
255     |65535   ||7461117 |724090401
255     |65535   ||8056089 |968919489
255     |65535   ||5216823 |732501441
255     |65535   ||2034243 |553730337
255     |65535   ||64544877|745747857
255     |65535   ||131609835|1794177621
255     |65535   ||9052179 |724298769
255     |65535   ||12376287|1077410241
255     |65535   ||11881869|727743825
255     |65535   ||19567125|1127291337
255     |65535   ||5669931 |727002729
255     |65535   ||3935223 |823306977
255     |65535   ||13215843|719103825
255     |65535   ||18497979|1150543521
255     |65535   ||4626621 |699295761
255     |65535   ||66838725|1289447181
255     |65535   ||15687567|712619937
255     |65535   ||21362049|1134798093
255     |65535   ||9486405 |740292777
255     |65535   ||3771597 |672316929
255     |65535   ||21429423|717158529
255     |65535   ||42909291|1483722765
255     |65535   ||5414229 |708597369
255     |65535   ||7377669 |915703137
255     |65535   ||6750531 |696558177
255     |65535   ||7165935 |953130321
255     |65535   ||10907595|714385737
255     |65535   ||5353785 |839773737
255     |65535   ||7131861 |675148689
255     |65535   ||18696843|1246304961
255     |65535   ||3213531 |680512833
255     |65535   ||9845631 |911455173
255     |65535   ||5659821 |700131681
255     |65535   ||5213457 |884862873
255     |65535   ||6052077 |682890777
255     |65535   ||963885  |429145857
255     |65535   ||83256147|736052409
255     |65535   ||208964355|2005433073
255     |65535   ||14436873|685803753
255     |65535   ||17565273|991086921
255     |65535   ||20624859|732054321
255     |65535   ||15931953|1108496745
255     |65535   ||6425403 |697719537
255     |65535   ||4745439 |777322737
255     |65535   ||20324961|711849177
255     |65535   ||16750881|1116677097
255     |65535   ||3848601 |683078049
255     |65535   ||5934483 |958325985
255     |65535   ||5148063 |669031569
255     |65535   ||58926771|1231376985
255     |65535   ||10108269|697538385
255     |65535   ||3213855 |642453201
255     |65535   ||23607351|680657985
255     |65535   ||37938105|1409781753
255     |65535   ||4334925 |676118961
255     |65535   ||6626211 |922005261
255     |65535   ||11122623|690554889
255     |65535   ||6073083 |795153105
255     |65535   ||11356941|695610297
255     |65535   ||3714255 |742120785
255     |65535   ||8090583 |673299105
255     |65535   ||12340617|1172874249
255     |65535   ||3835911 |661375989
255     |65535   ||6315615 |889614009
255     |65535   ||6098301 |669314673
255     |65535   ||5921163 |867898881
255     |65535   ||3045345 |659395377
255     |65535   ||1172883 |501885153
255     |65535   ||20566989|665829729
255     |65535   ||59328735|1582531425
255     |65535   ||4346661 |645447825
255     |65535   ||5719725 |892546533
255     |65535   ||8311515 |655009281
255     |65535   ||13276407|998389557
255     |65535   ||4187559 |649385073
255     |65535   ||3510837 |738440145
255     |65535   ||12702933|652911273
255     |65535   ||13699089|1135104273
255     |65535   ||2872641 |645214113
255     |65535   ||10653291|976342653
255     |65535   ||4369761 |638550513
255     |65535   ||9618705 |975005505
255     |65535   ||3081597 |643975569
255     |65535   ||1457445 |598273857
255     |65535   ||10748451|584121249
255     |65535   ||85039467|1366726041
255     |65535   ||7758273 |653027697
255     |65535   ||5849247 |822242313
255     |65535   ||7637955 |644343201
255     |65535   ||5922747 |823422753
255     |65535   ||3170001 |619483617
255     |65535   ||2393787 |708993729
255     |65535   ||12182913|607669281
255     |65535   ||21914109|975097521
255     |65535   ||3514305 |613484289
255     |65535   ||4359045 |746290017
255     |65535   ||13898643|602037729
255     |65535   ||10175655|663730497
255     |65535   ||13890063|579762369
255     |65535   ||177053  |264267585
